start	end	text
521000	523000	Ten tone is stimulated by the force.
523000	528000	This force is transused through the collagenase.
528000	533000	So there is a stress on the ten, tenocytes.
533000	540000	Tenocytes express this piezo one mechanical sensing channel.
541000	551000	The change in the, in the stress here, in the mechanical stress here will induce the opening of the piezo one.
551000	555000	This will induce a calcium influx.
555000	562000	The calcium influx will increase the enzyme activity and the expression of ten tone.
562000	565000	And then the ten tone will be more organized.
565000	568000	There will be more cross link with the ten tone.
568000	575000	And this will increase the jumping performance of the, of the human.
575000	582000	And not only the jumping performance, but also the athletic performance.
582000	586000	And you see that this mutant here has a gain on function.
586000	596000	And then they increase 30% jump performance in this study.
596000	603000	Okay. So you can see that they studied the ten tone.
607000	613000	And then the jump here, the jump, jump performance.
613000	618000	And the jump performance was increased by the,
619000	627000	by the person who was carrying the mutation.
627000	633000	Okay. So what is this piezo one channel?
633000	636000	You know, have you heard about this channel?
636000	638000	Yes.
638000	642000	But there was a special news about this channel.
642000	644000	The Nobel Prize.
644000	646000	Yeah. The Nobel Prize.
646000	654000	Okay. So in 2021, there was two recipient of the Nobel Prize.
654000	656000	One of the recipient of the Nobel Prize.
656000	665000	So the Nobel Prize in physiological medicine was through sensing.
665000	667000	So there is two types of sensing.
667000	671000	One is a kind sensing.
671000	675000	And the other one sensing more like pain, okay, or temperature.
675000	682000	So one was the discovery of the TRP channels who are temperature and pain sensing.
682000	686000	Okay. And the other one was proprioception.
686000	688000	So touching.
688000	691000	And this is through the sense of touching.
691000	698000	It's through the piezo channel or mechanical force on the surface of the cell membrane.
698000	700000	And use the opening of this channel.
700000	705000	Okay. So the piezo one was discovered.
705000	713000	And then this has become a big change in the, in the term of physiology.
713000	717000	Because mechanical sensing is not just the surface of your skin,
717000	723000	but there is a lot in our human body.
723000	729000	That depends on mechanical sensing, our bone formations, the blood pressure.
729000	733000	Okay. The heart also is important.
733000	737000	But also the immune system, the cancer preparation.
737000	743000	Okay. So the discovery of this channel has changed a lot.
743000	747000	The field of medicine.
747000	750000	Okay. And this is the discovery of piezo one.
750000	753000	This is the structure of piezo one channel.
753000	755000	So the channel in the center here.
755000	758000	And then you have these blades.
758000	760000	They are called blades.
760000	766000	So they are a large, long structure that goes inside the glass,
766000	770000	at the surface or inside the plasma membrane.
770000	773000	And these are very important for the mechanical sensing.
773000	777000	So when the plasma membrane bends or changes,
777000	781000	this will be transmitted through these blades
781000	785000	for the opening of the channel in the middle.
785000	789000	So it's like this.
789000	792000	So these are the blades that go outside.
792000	797000	And when the plasma membrane changes, the blade will move.
797000	802000	Okay. And this will propagate the getting of the channel.
802000	806000	Okay. And there have been rapidly some molecules
806000	814000	for Yoda and Jedi that are specific agonists of the channel.
814000	817000	So they can trigger the opening of the channel.
817000	823000	But at the moment, there is still no specific antagonist of the channel.
823000	831000	So there is a lot of researchers that are trying to find specific molecules
831000	836000	that can bind only to piezo, to block their activity.
836000	844000	So as we said, so at least piezo one is expressed in a lot of different tissue,
844000	848000	especially in the skeletal muscular system,
848000	854000	so the skeletal muscle, in the vertebrae disc,
854000	859000	in the tendons and the ligaments, in the joints, in the bones.
859000	862000	Okay. But they are also important to the bladder.
862000	864000	Okay. A lot of pressure.
864000	870000	The digestive system, the lung, the vascular cells.
870000	873000	Okay. So anything, we are mechanical.
873000	875000	We are from mechanical.
875000	880000	So mechanical sensing is very important for all our functions.
880000	883000	Okay. For example, in the bones,
883000	887000	if the people can go to space,
887000	889000	and not to know people,
889000	893000	but if they stay too long in the space,
893000	897000	they don't feel the Earth.
897000	901000	Gravity. Gravity, yes.
901000	904000	And their bones start to degrade.
904000	906000	And when they come back from Earth,
906000	910000	not only their bones, but also their muscles.
910000	913000	And so when they come back to Earth,
913000	918000	they are already a little, after a long stay in the space,
918000	922000	their bones and the muscle volume reduce.
922000	928000	So this is a big problem for people who want to do well,
928000	933000	mass, to the moon, or beyond,
933000	936000	for a long-term space training.
936000	940000	So this is a big challenge for the human
940000	944000	or the animals that will be sent to other planets
944000	948000	how to compensate this. Okay.
948000	956000	So in the bones, the activation by exercise
956000	961000	or by movement of the individual,
961000	968000	they will trigger stimulation for the osteoblast
968000	972000	and the osteocyte to form new bones.
972000	974000	Okay. And that's quite important.
974000	977000	And that's the same for the muscle.
977000	979000	If you want to get big muscles,
979000	983000	you need to make them stimulate your muscles.
983000	988000	And the more you can stimulate your muscle,
988000	992000	the more you will improve your muscle identity.
992000	998000	So when muscles are on your muscle fiber,
998000	1004000	you have cells called muscle satellite cells,
1004000	1008000	and they are important for renewing your muscles
1008000	1011000	and for increasing your muscle mass.
1011000	1014000	So when you stimulate these cells,
1014000	1016000	they will differentiate into myoblasts,
1016000	1020000	they will fuse from new myotubes,
1020000	1023000	and this myotube will fuse with the muscle fibers
1023000	1025000	and then you have more muscles.
1025000	1031000	Okay. And if you block this piece of channel,
1031000	1034000	your muscle will start to decrease
1034000	1038000	and you will have what is called atrophy.
1038000	1041000	And also, because one is also important
1041000	1045000	for the vascularization of your muscle,
1045000	1048000	you need oxygen, then sugar to work
1048000	1052000	and all this is bring by the vascular system.
1052000	1056000	And if you block piece of one,
1056000	1060000	you will decrease the muscle vascularization.
1060000	1065000	Okay. So piece of one is an important sensor
1065000	1069000	of the pressure or the mechanical activity of your muscle
1069000	1075000	and then they will be good for
1075000	1081000	to increase your strength and capability.
1081000	1084000	So when you are getting old,
1084000	1086000	I hope you never have,
1086000	1089000	but if you have accident, you cannot move.
1089000	1094000	Okay. So this will reduce your muscles.
1094000	1097000	People going into space also.
1097000	1100000	If you have, I hope you don't have,
1100000	1102000	but if you have an accident in your leg
1102000	1105000	and you cannot use your leg for 700 weeks,
1105000	1108000	which happened to me when I was young,
1108000	1112000	you will see just by touching your muscles,
1112000	1115000	you will see that they start to reduce
1115000	1118000	and you can compare your right arm
1118000	1120000	and you will see that your muscle
1120000	1123000	that still functioning will stay large
1123000	1126000	and the other one will decrease.
1126000	1130000	When you get old, this is something difficult to go against,
1130000	1133000	but your muscle will also decrease
1133000	1137000	and this is mostly due to the case of channels
1137000	1139000	that are not active.
1139000	1142000	And if your case of channel is active,
1142000	1145000	through mechanical force,
1145000	1150000	you agonists can help these people
1150000	1152000	to keep their muscles.
1152000	1156000	Okay, but also if you have good nutrition,
1156000	1160000	this will also stimulate PS01
1160000	1164000	and this will stimulate your muscle regeneration.
1164000	1166000	So it's important to have,
1166000	1168000	you are young,
1168000	1171000	so you should go for sports every week
1171000	1174000	to keep your health in shape,
1174000	1176000	but not only for your body,
1176000	1178000	but also for your brain,
1178000	1181000	it's recommended.
1181000	1183000	So please do sports.
1183000	1185000	Okay.
1185000	1191000	Just a little bit
1191000	1193000	of the structure of this channel,
1193000	1194000	so as I said,
1194000	1196000	so they have these structures
1196000	1198000	that go inside the plasma membrane
1198000	1201000	from the side of the,
1201000	1204000	on the side of the pore of the channel,
1204000	1206000	and they are for the blades
1206000	1209000	and these blades are important
1209000	1211000	for mechanical sensing.
1211000	1217000	So they will bend the plasma membrane
1217000	1219000	at the channel side.
1219000	1220000	Okay.
1220000	1222000	So if you have mechanical force,
1222000	1224000	this will, how to say,
1224000	1227000	straighten the plasma membrane
1227000	1230000	and the blade will feed this change
1230000	1232000	and this will open the channel
1232000	1236000	and the channel will let different iron pass.
1236000	1238000	So at the difference with
1238000	1240000	voltage-gated iron channels,
1240000	1243000	these channels are
1243000	1245000	not so specific.
1245000	1246000	Okay.
1246000	1248000	So calcium, but also sodium, potassium,
1248000	1251000	almost anything can pass through these channels.
1251000	1252000	Okay.
1252000	1254000	They are not so specific
1254000	1260000	in terms of channel pass.
1260000	1261000	Okay.
1261000	1266000	And there are mutants of this channel
1266000	1269000	in the population,
1269000	1271000	in the population.
1271000	1273000	So when,
1273000	1275000	this looks here,
1275000	1279000	when people study this channel activity,
1279000	1281000	so they will do the patch flow,
1281000	1284000	as we have seen before,
1284000	1286000	they will measure the current
1286000	1288000	not by changing the membrane potential,
1288000	1291000	so the membrane potential will be fixed,
1291000	1295000	but they will change the pressure
1295000	1298000	on the plasma membrane.
1298000	1300000	How they change this pressure,
1300000	1306000	how they can control the pressure,
1306000	1309000	they will just,
1309000	1316000	they have a,
1316000	1318000	so on the experiments,
1318000	1324000	you have plastic or glass,
1324000	1327000	where you have the cell.
1327000	1328000	Okay.
1328000	1331000	You can apply the
1331000	1333000	patch-clone pipette,
1333000	1336000	on the surface of the cell.
1336000	1341000	You can do the whole cell configuration.
1341000	1343000	What you can do,
1343000	1345000	because you have a micromanipulator,
1345000	1347000	so you can push the pipette
1347000	1349000	to micrometer,
1349000	1352000	this will,
1352000	1355000	this will mechanically stress the cell,
1355000	1356000	just by moving,
1356000	1360000	or you can apply another pipette
1360000	1361000	next to the cell,
1361000	1363000	and then you apply,
1363000	1365000	mechanically apply something
1365000	1368000	on the surface of the plasma membrane,
1368000	1371000	and the plasma membrane will move.
1371000	1372000	Okay.
1372000	1374000	So that's what they do,
1374000	1379000	using a micromanipulator,
1379000	1381000	or automatic micromanipulator,
1381000	1383000	with the piezo-system control,
1383000	1388000	you can change the surface,
1388000	1390000	and they can control,
1390000	1393000	they can apply a few micrometer pressure
1393000	1397000	on the plasma membrane,
1397000	1400000	and they recall the current
1400000	1403000	according to the change
1403000	1405000	on the surface of the plasma membrane.
1405000	1407000	And you can see that you have
1407000	1410000	a transient inward current,
1410000	1412000	so a negative current,
1412000	1414000	and the negative current
1414000	1416000	means that you have
1416000	1421000	positive ions flowing inside the cell,
1421000	1423000	calcium,
1423000	1425000	sodium.
1425000	1426000	Okay.
1426000	1432000	The influx of ions reflects a negative current.
1432000	1435000	Okay.
1435000	1438000	And you can see that
1438000	1440000	this current increases
1440000	1442000	with the increase of the pressure.
1442000	1443000	Okay.
1443000	1445000	And even if you apply the pressure
1445000	1447000	for a longer time,
1447000	1452000	this current will,
1452000	1454000	this is activation,
1454000	1458000	this is when it comes back,
1458000	1460000	even your stimulation
1460000	1462000	is called inactivation.
1462000	1463000	Inactivation.
1463000	1464000	Okay.
1464000	1466000	So you have quite rapid inactivation.
1466000	1468000	These are a few hundred milliseconds.
1468000	1470000	This is not even one second,
1470000	1472000	but you can see that they have
1472000	1474000	a rapid inactivation.
1474000	1476000	And you see that it's mutant.
1476000	1478000	It's an arginine,
1478000	1480000	2482,
1480000	1482000	to a histidine.
1482000	1483000	Okay.
1483000	1484000	What happened?
1484000	1486000	Is there inactivation?
1491000	1494000	It's closed down inactivation.
1494000	1495000	Okay.
1495000	1497000	So the channel is open
1497000	1499000	with a longer time
1499000	1501000	with the stimulation.
1501000	1502000	Okay.
1502000	1504000	And this is in the mouth.
1504000	1506000	But even in humans,
1506000	1507000	you have some humans
1507000	1510000	that have this mutation
1510000	1513000	and the different mutation
1513000	1517000	show a slow inactivation
1517000	1519000	in the channel.
1519000	1521000	It's slow inactivation.
1521000	1524000	What implies slow inactivation?
1524000	1526000	So we measure the current.
1526000	1530000	So it means that you have
1530000	1532000	cation influx.
1532000	1534000	You have a transient influx
1534000	1535000	of cation.
1535000	1537000	So if you measure the calcium concentration,
1537000	1539000	it will increase.
1540000	1541000	Go down.
1541000	1544000	And if you have a slow inactivation,
1544000	1547000	you can measure the calcium concentration.
1547000	1550000	You can measure the calcium concentration.
1550000	1553000	And this is the current.
1553000	1556000	So the current is transient.
1556000	1560000	You have a fast inactivation.
1565000	1567000	And the calcium influx
1567000	1569000	will be transient.
1569000	1572000	And downstream the calcium influx,
1572000	1574000	you have a lot of events
1574000	1577000	like gene transcription,
1577000	1580000	synthesis of new proteins.
1580000	1582000	And for example, differentiation
1582000	1586000	or muscle formation or bone formation.
1586000	1589000	They all depend on the calcium influx
1589000	1592000	due to the mechanical force applied
1592000	1596000	on the surface of the cell.
1597000	1600000	Is there a directionality to the tension?
1600000	1602000	Meaning whether it curves the membrane
1602000	1604000	inwards or outwards.
1604000	1606000	Oh, that's a good question.
1606000	1608000	Is it related to a tendon?
1608000	1610000	Let's see if I impact my tendon
1610000	1612000	in a certain direction.
1612000	1615000	Does it matter how it affects the channel of the knee?
1615000	1617000	So usually,
1617000	1619000	I would check,
1619000	1622000	usually people make inward,
1622000	1625000	they push, they press the cell.
1626000	1628000	Then probably,
1634000	1636000	but that would imply
1636000	1639000	attaching something to the cell.
1639000	1641000	But probably,
1641000	1643000	that's a good question.
1643000	1646000	Maybe you can check it.
1646000	1649000	Or maybe you can do the experiment,
1649000	1651000	but that's a good question.
1651000	1653000	But I guess,
1654000	1656000	on both directions,
1661000	1663000	a good comment.
1664000	1666000	Okay, so,
1666000	1668000	you see that's the time constant,
1668000	1671000	the time the current will go back to zero
1671000	1673000	through the inactivation
1673000	1676000	and it's much longer in these different mutants.
1676000	1679000	And what is interesting is that these mutants
1680000	1683000	there is also something mechanical
1683000	1685000	in red blood cells.
1685000	1687000	You know the red blood cells
1687000	1690000	have a specific donor shape.
1690000	1693000	And this is also good to have mechanical force
1693000	1695000	and osmotic force.
1695000	1697000	And what is interesting is that
1697000	1700000	the mutant that carries these mutations
1700000	1703000	have an erythrocyte that has
1703000	1706000	a little bit strange shape.
1706000	1708000	Not with shape.
1708000	1711000	And this will also give an advantage
1711000	1714000	for the carrying mutants
1714000	1717000	in terms of resistance to the disease.
1721000	1724000	The resistance to malaria.
1724000	1727000	And you can see that
1727000	1730000	population carrying the mutation
1730000	1734000	is larger in Africa,
1734000	1737000	where you have
1737000	1740000	the impact of malaria.
1740000	1743000	And this population person
1743000	1746000	increase of malaria.
1755000	1758000	Good question.
1758000	1761000	But at least
1761000	1764000	one heterozyte
1764000	1767000	should be enough.
1767000	1770000	Professor.
1770000	1773000	Malaria is not just in Africa.
1773000	1776000	In Southeast Asia it's also, but it doesn't have a trend.
1776000	1779000	No.
1779000	1782000	You have more impact of malaria in Asia.
1782000	1785000	But the mutation is mostly
1785000	1788000	in African population.
1788000	1791000	That's very interesting.
1791000	1794000	There are so much.
1794000	1797000	You have a little bit here.
1797000	1800000	In Bangladesh population.
1800000	1803000	And there are some also in China.
1803000	1806000	Much less than here.
1806000	1809000	And almost all in the European population.
1809000	1812000	You see that
1812000	1815000	descendants of African
1815000	1818000	migration, ancestry,
1818000	1821000	are also carrying the mutation.
1821000	1824000	And also in the Karatea.
1824000	1827000	And what would be interesting is that this population
1827000	1830000	also has a stronger faith in them.
1830000	1833000	After this.
1833000	1836000	But with the athletic ability we do,
1836000	1839000	which because the red blood cell
1839000	1842000	doesn't seem so.
1842000	1845000	Because they carry up until the end.
1845000	1848000	You have
1848000	1851000	the population
1851000	1854000	in
1854000	1857000	Jamaica
1857000	1860000	where you have
1860000	1863000	hetero and homo.
1863000	1865000	The population
1865000	1868000	of course is not so high.
1868000	1871000	The tested population is 100.
1871000	1874000	But you can see that already the hetero
1874000	1877000	is a large percent.
1877000	1880000	And in this population they check the athletes,
1880000	1883000	the professional athletes.
1883000	1886000	And you can see that almost half, half,
1886000	1889000	either homo or hetero.
1889000	1892000	And hetero you can see in the jumping,
1892000	1895000	the jumping mouse, hetero is not
1895000	1898000	a strong jump.
1898000	1901000	And you can see that.
1901000	1904000	And also in both control,
1904000	1907000	so normal population
1907000	1910000	and sprinkler population may or may
1910000	1913000	have a very high proportion.
1913000	1916000	So it gives you an advantage.
1916000	1919000	So maybe the CIO should check
1919000	1922000	on people with mutations or not.
1922000	1925000	But that might be a problem.
1925000	1928000	If you want to have good athletes,
1929000	1932000	you can put a mutation
1932000	1935000	on the athletes.
1935000	1938000	It might be legal.
1938000	1941000	Maybe you shouldn't do this.
1941000	1944000	You can check.
1944000	1947000	If you have children and the parents can say,
1947000	1950000	I want children with this mutation.
1950000	1953000	So you have a lot of ethical questions related to this.
1953000	1956000	Yes, no, yes, no.
1957000	1960000	Let's see.
1960000	1963000	Even if the nature gives you some advantage,
1963000	1966000	is it okay or not?
1966000	1969000	A lot of questions.
1969000	1972000	But it's interesting.
1972000	1975000	So how, if you write the paper,
1975000	1978000	how they could
1980000	1983000	do their experiments.
1983000	1986000	So they
1986000	1989000	they made a knocking.
1989000	1992000	It's called knocking.
1992000	1995000	So usually you want to study a gene
1995000	1998000	or a gene function.
1998000	2001000	They do a very
2001000	2004000	dramatic change in the mice.
2004000	2007000	So usually they knock out.
2007000	2010000	So they take the gene out.
2010000	2013000	They remove the gene or at least a portion of the gene.
2013000	2016000	And then the gene is not functional.
2016000	2019000	And then you can look at the physiological
2019000	2022000	or morphological
2022000	2025000	change.
2025000	2028000	But you also have the possibility
2028000	2031000	to do a knock-in.
2031000	2034000	So you want to study a gene mutation
2034000	2037000	or something.
2037000	2040000	So you insert the gene data version
2040000	2042000	and you insert
2042000	2045000	in the genome or you change the genome
2045000	2048000	of the animal with the gene data version.
2048000	2051000	And that's what they did.
2051000	2054000	So they used these locks key sequences.
2054000	2057000	And they could insert
2057000	2060000	a portion.
2060000	2063000	Because these genes vary a lot.
2063000	2066000	So they insert a portion from eggs
2066000	2069000	with the mutation.
2069000	2072000	So the mutations are
2072000	2075000	2, 4, 8, 5, 6, 7.
2075000	2078000	And they had
2078000	2081000	they had a
2081000	2084000	they had a general mutation.
2084000	2087000	So they put it in the whole body.
2087000	2090000	They use
2090000	2093000	promoter of a gene
2093000	2096000	that is only expressed in the tendon.
2096000	2099000	So they can
2099000	2102000	knock-in in the tendon.
2102000	2105000	And then they use a specific skeletal muscle
2105000	2108000	knocking.
2108000	2111000	Where you only have the knocking in the skeletal muscle.
2111000	2114000	And then they did two
2114000	2117000	tests, two physical tests.
2117000	2120000	One is a long jump.
2120000	2123000	The other one is running until
2123000	2126000	the mouse can run.
2126000	2129000	So run to exorcism.
2129000	2132000	Test.
2132000	2135000	And I already showed you
2135000	2138000	the general mutant.
2138000	2141000	This is the skeletal
2141000	2144000	knocking.
2144000	2147000	And this is just in the tendon knocking.
2147000	2150000	So the general
2150000	2153000	the whole body mutation
2153000	2156000	you can look at the muscle compared to the tendon.
2156000	2159000	Let's see here.
2159000	2162000	The video works in.
2162000	2165000	The video speaks more.
2165000	2168000	Wow.
2168000	2171000	Wow. See? It's very, very different.
2171000	2174000	I want this mutation.
2174000	2177000	Maybe I don't know.
2177000	2180000	Maybe I have.
2180000	2183000	I'm not a professional.
2183000	2186000	That doesn't mean
2186000	2189000	you have this mutation.
2189000	2192000	The mouse has not been training
2192000	2195000	but if you want to have physical performance
2195000	2198000	that doesn't exclude the training.
2198000	2201000	So the video
2201000	2204000	is impressive.
2204000	2207000	And then they analyze the video.
2207000	2210000	So you can analyze the jump.
2210000	2213000	You can see the
2213000	2216000	the pathway of the jump.
2216000	2219000	And you can see also
2219000	2222000	the mouse
2222000	2225000	poster how they pose.
2225000	2228000	You see that
2228000	2231000	the way they jump here
2231000	2234000	and they pose is quite different.
2234000	2237000	One is
2237000	2240000	the other one
2240000	2243000	bending outside.
2243000	2246000	It's quite interesting why they bend also differently.
2246000	2249000	You can see from the posture
2249000	2252000	it's like
2252000	2255000	A and the other one is more like
2255000	2258000	B.
2258000	2261000	In the case of both
2261000	2264000	here it's very different
2264000	2267000	how they
2267000	2270000	jump.
2270000	2273000	So the jumping stance
2273000	2276000	they compare also male and female
2276000	2279000	and you can see that the jumping stance
2279000	2282000	has a significant increase
2282000	2285000	in the whole body or just in the tendon
2285000	2288000	and there is no difference in how the mutation adjusts
2288000	2291000	the muscle.
2291000	2294000	And for the running stance
2294000	2297000	there is not so much change
2297000	2300000	in terms of distance.
2300000	2303000	There is a slight increase,
2303000	2306000	but there is no statistic difference.
2306000	2309000	What was interesting
2309000	2312000	was
2312000	2315000	dramatic or
2315000	2318000	dramatic increase
2318000	2321000	in the tendon
2321000	2324000	gender male tendon.
2324000	2327000	They jump
2327000	2330000	they run faster
2330000	2333000	but they don't run
2333000	2336000	down the distance
2336000	2339000	the distance is slightly increased
2339000	2342000	but not much.
2342000	2345000	Or it will be threatening to also
2345000	2348000	turn the tendon population
2351000	2354000	running in a passive way.
2354000	2357000	So and then one of the figures
2357000	2360000	they check the
2360000	2363000	expression in the muscle
2363000	2366000	and you can
2366000	2369000	the cells that express
2369000	2372000	tendon specific genes
2372000	2375000	express more
2375000	2378000	and they measure
2378000	2381000	the activity of calcium release
2381000	2384000	in the cell and you can see that
2384000	2387000	the one who contains the mutant
2387000	2390000	when they stimulate the one
2390000	2393000	the calcium increase
2393000	2396000	in the cell is significantly increased
2396000	2399000	so this is a measure
2399000	2402000	of channel activity.
2402000	2405000	They didn't leave channel activity
2405000	2408000	measurement, just measure
2408000	2411000	in terms of calcium increase
2411000	2414000	because this mutant was already
2414000	2417000	characterized in terms of electrophysiology.
2417000	2420000	Okay.
2420000	2423000	And then what was
2423000	2426000	interesting, so
2426000	2429000	this is the tendon
2429000	2432000	so they measure the tendon
2432000	2435000	physical parameter
2435000	2438000	across the different
2438000	2441000	mice, the wild life mice
2441000	2444000	the systemic mutant, the general mutant
2444000	2447000	the tendon mutant and the muscle mutant
2447000	2450000	and what you can see is that
2450000	2453000	the tendon is larger
2453000	2456000	in the two mutant
2456000	2459000	the tendon specific mutant, the general mutant
2459000	2462000	but there is no difference in the tendon muscle
2462000	2465000	and then they cut, they
2465000	2468000	isolated the tendon, they cut
2468000	2471000	and they look at the fiber
2471000	2474000	collagen fiber with diameter
2474000	2477000	and you can see that
2477000	2480000	the tendon and
2480000	2483000	systemic mutant you have a larger
2483000	2486000	tendon
2486000	2489000	larger collagen fibers
2489000	2492000	fibers are much
2492000	2495000	thicker in the mutant
2495000	2498000	okay, so this mutant
2498000	2501000	which induce a large calcium
2501000	2504000	a larger calcium influx stimulates
2504000	2507000	the formation of
2507000	2510000	seeker collagen fiber
2510000	2513000	in the tendon and then the tendon
2513000	2516000	seeker also okay
2516000	2519000	and this is a
2519000	2522000	proteomic or
2522000	2525000	proteomic or genomic
2525000	2528000	measurement of gene expression
2528000	2531000	and you can see that
2531000	2534000	they increase the muscle
2534000	2537000	the mutant does not increase the muscle
2537000	2540000	fracture but more
2540000	2543000	collagen than fracture
2543000	2546000	and then they measure the different
2546000	2549000	tendon specific gene
2549000	2552000	in particular collagen
2552000	2555000	the marker of the tendon
2555000	2558000	formation and they are all
2558000	2561000	much increased compared to the wild type
2561000	2564000	or even if you increase the
2564000	2567000	mutation in the
2567000	2570000	in the muscle hour
2570000	2573000	you express the mutation in the muscle
2573000	2576000	okay, so they measure
2576000	2579000	the
2579000	2581000	changes
2581000	2584000	they have
2584000	2587000	also measure the
2587000	2590000	the mouth, the tendon and they have different
2590000	2593000	measurements
2593000	2596000	with
2596000	2599000	and the legs
2599000	2602000	not much
2602000	2605000	not changing them on legs
2605000	2608000	compared to that
2608000	2611000	with
2618000	2621000	but they also check the muscle formation
2621000	2624000	okay, so the tendon
2624000	2627000	is a larger seeker
2627000	2630000	but the skeletal muscle hasn't changed
2630000	2633000	the morphology of the muscle
2633000	2636000	they check the morphology of the muscle
2636000	2639000	legs
2639000	2642000	and this is a skeletal muscle tissue
2642000	2645000	that is in the diameter
2645000	2648000	so they cut in the
2648000	2651000	section and then they check
2651000	2654000	they stay in this section and they check
2654000	2657000	the fibroids sections
2657000	2660000	in terms of weight, the skeletal muscle
2660000	2663000	hasn't changed, in terms of morphology
2663000	2666000	they change the little blue dots
2666000	2669000	here are the nucleus
2669000	2672000	then you have the section
2672000	2675000	then they can measure
2675000	2678000	the cross section
2678000	2681000	and if they don't have any morphology
2681000	2684000	they can change, they check the expression
2684000	2687000	of some
2687000	2690000	heavy chain which are the
2690000	2693000	proteins and they see that they don't have
2693000	2696000	much difference
2696000	2699000	in the different
2699000	2702000	movements, okay, so the muscle is not
2702000	2705000	affected at all, okay
2709000	2712000	and what they examine
2712000	2715000	later is the
2715000	2718000	position, of course they made a video
2718000	2721000	where they can see the
2721000	2724000	mouse jump
2724000	2727000	and what was interesting
2727000	2730000	they observed how
2730000	2733000	the mice prepare itself in terms of
2733000	2736000	jumping and then they could see
2736000	2739000	quite different
