start	end	text
316680	322720	Some are open like this, some are closed like this,
322720	326120	some are almost outside.
326120	333400	So you have different morphology in this ampullae.
333400	337800	And this is another from Scientific American,
337840	340240	another illustration.
340240	342680	This is the aperture here.
342680	346760	You have a gel, kind of gel.
346760	351240	The gel is mainly made of water with glycoproteins
351240	352560	that are charged.
352560	358880	And the gel has some semiconductor properties.
358880	365600	And at the end of the gel, you have the cells.
365600	369000	And the cells have a little bit of their plasma membrane
369000	371400	in contact with the gel.
371400	374320	And when you have the electric current coming here,
374320	379640	they can detect this very small change in electric field,
379640	384040	and they will transmit the information to the nerves.
384040	391560	So the ampullae of Lorenzini was found many, many years ago.
391560	394760	But nobody knew exactly how the things
394760	401880	was working, how, what was the mechanism of this detection.
401880	402360	OK?
405160	410320	So that's exactly what the Juggist group
410320	414000	would also try to find the molecular basis of the mechanism
414000	415680	of electroreception.
415680	416680	OK?
416680	424280	So what basically, what they found?
435040	438640	Yeah, there's a coupling between two proteins.
438640	441640	What about these two proteins?
441720	445800	That's B, S.
445800	446800	Channels.
446800	447300	OK.
447300	447800	OK.
447800	451800	So it's the work between two channels.
451800	452800	OK.
452800	454800	One is?
454800	458800	S, C, V, S, C, and V.
458800	461280	C, and V.
461280	462280	1.3.
462280	463280	1.3.
463280	465200	And the other one is?
465200	466200	BK.
466200	467200	OK.
467200	469200	OK.
469240	473200	This is just Channels' name, so what?
473200	477200	What is the characteristic of C, V, 1.3?
485200	487200	Yeah, but more general.
487200	490200	What is the C, V, 1.3?
490200	493200	C, V, 1.3?
493200	494200	It's a calcium.
494200	496200	Calcium, Channels.
500200	501200	Channels.
501200	503200	OK.
503200	511200	And it's voltage and heat.
511200	512200	OK.
512200	519200	And as we said, it's very low voltage change.
519200	520200	OK.
520200	532200	And BK is a potassium channel.
532200	534200	OK.
534200	540200	And it's voltage activated.
540200	542200	OK.
542200	546200	V is for V. OK.
547200	553200	That's a lot of potassium to pass through the channel.
553200	554200	OK.
554200	556200	And it also has one characteristic.
556200	564200	It's calcium sensitivity.
564200	565200	OK.
565200	569200	So they have a coupling.
569200	574200	So the calcium coming to the cell.
574200	578200	And it will bind to the BK.
578200	583200	And the BK will let the potassium move out.
583200	584200	OK.
584200	589200	So this will make oscillation of the membrane potential.
589200	594200	Because the influx of calcium will depolarize the cell.
594200	599200	And the influx of potassium will depolarize the cell.
600200	607200	Exactly like what?
607200	609200	Yeah, like an action potential.
609200	610200	OK.
610200	612200	And this is what they show.
612200	613200	OK.
613200	614200	And this is what they show.
614200	616200	But what was special with?
616200	623200	So CID 1.3, human also have.
623200	628200	Human, mouse, many animals have.
628200	630200	We also have.
630200	631200	OK.
631200	633200	So what was special with this?
633200	643200	With the, based on the little scale.
643200	645200	It's kind of sharp.
645200	646200	Yeah.
652200	653200	This one?
653200	654200	Sharp.
654200	655200	No sharp.
656200	660200	OK.
660200	664200	So you only found them here.
664200	672200	In the east, west, east, coast of the US.
672200	675200	East coast.
675200	676200	OK.
676200	679200	Now a very narrow area.
679200	680200	OK.
686200	697200	So what is special with this challenge?
697200	705200	That is not found in human or mouse.
705200	707200	We have the same gene.
707200	714200	But they don't behave the same way our.
714200	715200	No.
715200	716200	Yeah.
716200	717200	Yeah.
717200	720200	They have a special front end.
720200	722200	Make it more sensitive.
722200	723200	Yeah.
723200	724200	Yeah.
724200	725200	That's what they show.
725200	733200	It becomes more sensitive than.
733200	738200	But in their paper, they use icing of the rat.
738200	741200	The rat, CID 1.3.
742200	744200	More sensitive.
744200	747200	Voltage.
747200	755200	Because electron reception is the perception of very small change in the surrounding electrical field.
755200	759200	So evolution.
759200	761200	Give a little custom.
761200	763200	They custom the channel.
763200	766200	And they add a little sequence of a few amino acids.
766200	768200	I see five or six.
768200	770200	We will do later.
770200	776200	So this little change in the amino acid sequence of the channel.
776200	778200	Make them more sensitive.
778200	781200	And provide a new function that we don't have.
781200	783200	Which is electron reception.
783200	785200	And that's the same.
785200	788200	And even for PK in the one or two amino acid.
788200	791200	That was different.
791200	798200	And then it changed the icing of the plant.
798200	803200	There was much less potassium flowing through this channel.
803200	806200	So it changed a little bit.
806200	819200	Not a little bit, but there is a change in the phenotype of the channel behavior.
819200	824200	And this provides a new function.
824200	833200	Or a new sensing system for this fish.
833200	838200	So let's have a look a little bit to the paper.
838200	840200	You can look at the figure.
840200	846200	And just before explaining.
846200	850200	I'll just make a few explanations.
850200	853200	So two channels.
853200	856200	So C and E, 1.3.
856200	866200	So this is a slide that explains just the family of voltage-gated calcium channels.
866200	873200	Sorry, I did L-type, but L-type is just restricted to this group here.
873200	876200	And C and E, 1.3 is here.
876200	880200	And it's called the L-type.
880200	883200	So I will explain this table.
883200	888200	So there are voltage-gated calcium selective channels.
888200	891200	So they only let pass calcium.
891200	898200	So they can discriminate between ions and only calcium will pass through their pores.
898200	905200	So they have very important roles in the relation of synaptic transmission, muscle contraction,
905200	909200	your heart muscle, depending on this kind of channel.
909200	914200	Your skeletal muscle, when you move, depending on these channels.
914200	919200	Hormone secretion, gene expression, and many other functions.
919200	925200	So they have been discovered.
925200	933200	They have a lot of names because of their discovery history.
933200	938200	So they were first discovered as a function by electrophysiology.
938200	943200	So they were classified in two families first.
943200	948200	By just by the measurement of the calcium currents.
948200	963200	So HVA means high V for voltage and A for activator.
963200	967200	And LVA means low voltage activator.
967200	983200	So I haven't explained yet, but I will explain later.
983200	1003200	So when you characterize a channel, you plot what is called the IV curve.
1003200	1023200	The current I, or current, and voltage, the relationship between the current and the voltage.
1023200	1028200	How the currents behave according to the voltage.
1028200	1032200	The voltage dependent of the current.
1032200	1040200	So when you study the channel and you see the result of the channel activity,
1040200	1045200	you always see an IV curve or current voltage relationship.
1045200	1057200	So with voltage in the x-axis and current, usually I,
1057200	1064200	either compare or nano compare.
1064200	1068200	And sometimes, but rarely micro compare.
1068200	1072200	And the voltage in millivolts.
1072200	1079200	And when the researcher tried to measure the channel activity,
1079200	1085200	they will, as we saw last week, they will use the voltage clamp.
1085200	1097200	So using the pipette and the cell and the amplifier will control the voltage
1097200	1100200	and measure the resulting current.
1100200	1111200	So you clamp the voltage at different potential values.
1111200	1119200	So you have the protocol which consists in steps from the holding potential
1119200	1123200	or a resting potential that is usually negative.
1123200	1128200	And then you make a step of, for example, plus 10 millivolts.
1128200	1138200	So minus 18 millivolts, minus 17 millivolts, and so on.
1138200	1147200	And you make steps, and you measure the resulting current.
1147200	1155200	And in the case of the voltage gated calcium channel,
1155200	1159200	you would see always a negative current.
1159200	1166200	You see a current like this.
1166200	1170200	You would see a current developing like this.
1170200	1177200	So here, from the step, you would see an activation.
1177200	1181200	Activation means the channels are opening.
1181200	1185200	The channel here is closed.
1185200	1188200	The channel open.
1188200	1193200	And then the channels, what happen?
1193200	1198200	Open, no, open, inactivate.
1198200	1202200	You have inactivation.
1202200	1205200	So that's what you see inactivation.
1205200	1213200	And this is deactivation.
1213200	1217200	When you come back to the resting potential.
1217200	1225200	So when you see a negative current, what does it mean?
1225200	1234200	It's a cut ion, or it's a positive ion, a calcium, for example, or sodium,
1234200	1237200	that moves into the cell.
1237200	1240200	Negative current, be careful.
1240200	1244200	Negative current is a positive ion that moves into the cell.
1244200	1261200	And what if you see a positive current, what does it mean?
1261200	1269200	It's a positive ion flowing into the cell making a negative current.
1269200	1283200	If you measure a positive current, it's a positive ion that moves out of the cell.
1283200	1291200	The time of the current will give you the direction of the movement of the ion.
1291200	1298200	Positive ion moving in is a negative current.
1298200	1303200	Positive ion moving out is a positive current.
1303200	1311200	And that's the opposite for the problem.
1311200	1319200	In the case of the calcium channel, the signature is always something like this.
1319200	1334200	So you can see the current that is increasing and that some voltage comes to be smaller
1334200	1344200	because of the electrochemical gradient getting preventing the driving force
1344200	1346200	or reducing the driving force.
1346200	1353200	And I become close to the zero line of the voltage.
1353200	1361200	And this is the equilibrium potential, or the reversal potential,
1361200	1366200	which is equal to the equilibrium potential of the branch equation.
1366200	1372200	So I come back to my H, I, A, B, A and low B, A.
1372200	1379200	You can see here, L type, it's an H, B, A.
1379200	1390200	So from the test potential to the resting potential, you have a large, large change
1390200	1394200	from minus 80 to minus 40.
1394200	1398200	So it's a 40 millivolts increase.
1398200	1402200	And then you can see the channel to start to open.
1402200	1407200	That's why there are all H, B, A, so high voltage activator.
1407200	1414200	You need a large potential step to start to see the channel activator.
1414200	1423200	But you have two, you have this family of low B, low voltage activator,
1423200	1432200	which are also called C type, because then using different drugs or toxins,
1432200	1441200	they could differentiate between the H, B, A using the L type, the P2 type,
1441200	1445200	the N type, the R type, and then the C type.
1445200	1452200	And using the pharmacology and more electrochemical characterization.
1452200	1458200	But using the H, B, A, you have a 1.3.
1458200	1463200	So then you have the proteins and you have the genes.
1463200	1469200	And each gene has a different protein name.
1469200	1471200	You have C, A, D, 1.1.
1471200	1474200	And this one is only seen in the skeletal muscle.
1474200	1478200	1.2 is a cardiac and hormone.
1478200	1482200	1.3 is cardiac and other tissue.
1482200	1486200	1.4 is only in the eye.
1486200	1492200	The C, A, D, 2.2 for the P2 and R type, they're all neuronal.
1492200	1495200	They are all for the synaptic transmission.
1495200	1499200	And then you have a special class for the T type because they are tiny
1499200	1505200	and very sensitive to a change of voltage, so low voltage activator,
1505200	1508200	with a small conductance, that's why they call it T type.
1508200	1513200	And you have three genes, C, A, D, 3.1, 3.2, 3.3.
1513200	1522200	They have a lot of functions, sensing transmission, base making, and so on.
1522200	1526200	And this one is a little special, C, A, D, 1.3,
1526200	1530200	because it has also low voltage activator.
1530200	1536200	It already has a shift from the normal or the classical type.
1536200	1541200	They have a shift to more negative potential.
1541200	1544200	Okay?
1544200	1547200	And there are structures and something like this.
1547200	1552200	So the alpha subunit or the C, A, D subunit is the pore.
1552200	1559200	And then you have accessory proteins, beta, gamma, alpha to delta.
1559200	1564200	Okay? And they are also encoded by different genes, so they make different combinations.
1564200	1570200	Okay? And the low NDA has only one pore subunit
1570200	1574200	and no associated protein that has been yet discovered.
1574200	1576200	Okay?
1576200	1578200	That's the short introduction of this channel.
1578200	1582200	So that's the first channel that was described in the paper.
1582200	1585200	Okay? So they described this here with 1.3.
1585200	1588200	So that's the small introduction of the channel.
1588200	1596200	And the second channel that was described is the EK channel,
1596200	1603200	the problem of the channel is they have a lot of names for the same channel.
1603200	1607200	So they are called EK, but the protein is K-cal-1,
1607200	1612200	and the gene is K-C-M-N-E-1, or even slower.
1612200	1618200	So when you study channels, you have to remember all these names,
1618200	1621200	a little bit annoying, but you get used to it.
1621200	1625200	Okay? So one is the first name they got.
1625200	1631200	Okay? So the voltage gets a potassium channel, so it detects potassium.
1631200	1635200	Okay? The calcium activates the potassium channel.
1635200	1641200	So with the structure, there is a calcium binding pocket.
1641200	1647200	So the calcium is bound, and the channel is more activated.
1647200	1650200	Without calcium, the channel is functional,
1650200	1655200	but at a range of voltage that are non-disiological.
1655200	1663200	Okay? So if you have calcium, you can see that the activation is shifted to more negative,
1663200	1666200	and then you have a functional calcium.
1666200	1670200	So they usually function as a pair.
1670200	1676200	The calcium channel provides the calcium for the potassium channel to be activated,
1676200	1681200	or the potassium is dissolved, and then this will inhibit the channel.
1681200	1685200	So it will feedback loop. Okay?
1685200	1692200	They work together, and that enables some oscillatory behavior of the membrane potential.
1692200	1698200	And you can see that the channel is mostly studied at the single channel IP.
1698200	1703200	Okay? I will compact this in a little bit.
1703200	1706200	Okay? So that's the two channels.
1706200	1713200	And then there are a few scenes that we will see in the paper.
1713200	1717200	We will see this in the paper.
1717200	1720200	Okay.
1720200	1724200	Okay, so just have a look at the figure.
1724200	1727200	And let's try to understand what they did.
1727200	1731200	Okay? That's the little skate.
1731200	1735200	Okay? That's the fish model.
1735200	1738200	Okay? Have you seen in real?
1738200	1741200	Okay? That's look like this.
1741200	1745200	And you see they stay on each line here.
1745200	1751200	What we present each line is the nerve that leads to the ampullae of Lorenzini.
1751200	1753200	Okay? That's the mouse.
1753200	1760200	So you can see that it has a large network of ampullae of Lorenzini just around the mouse.
1760200	1766200	So it's helped the fish to localize precisely where is the prey.
1766200	1770200	Okay? What they did? What is this?
1776200	1778200	Yeah, that's the duck.
1778200	1782200	And here you have the cells.
1782200	1787200	And what is the lines here?
1787200	1790200	That's the nerve.
1790200	1792200	So they desiccate.
1792200	1797200	When you do biology, you have the biological sample, you have desiccate.
1797200	1803200	So they desiccate the ampullae of Lorenzini of the little skate.
1803200	1810200	And then they mechanically and enzymatically desiccate the ampullae
1810200	1816200	and got the small receptor cells on a culture dish.
1816200	1824200	Okay? And from these cells, they could perform the particular experiments
1824200	1827200	and that's what they need here.
1827200	1829200	Okay?
1829200	1837200	So, what is this?
1837200	1840200	This is the, this is the folder.
1840200	1842200	The voltage.
1842200	1843200	The axis.
1843200	1845200	What is this?
1845200	1847200	The current pair.
1847200	1850200	Ah, to cooperate and explain later.
1850200	1853200	What is this?
1853200	1858200	This is the current voltage current.
1858200	1863200	It's not exactly the current voltage curve because they use the capacitance.
1863200	1874200	Why they use the capacitance?
1874200	1880200	If you remember what is the electrical capacitance?
1880200	1884200	What is the capacitance?
1884200	1897200	The charge separation and it's directly proportional to the surface.
1897200	1903200	If you look at the formula of the capacitance, it's directly proportional to the surface.
1903200	1910200	So the capacitance gives you a cell with a large capacitance.
1910200	1913200	Large cell?
1913200	1918200	Large cell. And a cell with a small capacitance.
1918200	1919200	Small cell.
1919200	1920200	Small cell. Okay?
1920200	1925200	So, you can measure the capacitance by electrophysiology.
1925200	1927200	Using the patch ground.
1927200	1932200	You can measure the capacitance because you have these peaks.
1932200	1934200	When you do the whole cell.
1934200	1937200	You measure the capacitance so it gives you an indication of the cell size.
1937200	1940200	So if you want to normalize your current.
1940200	1946200	Because larger cells will have larger current and small cells will have more currents.
1946200	1951200	So to normalize this, they use the capacitance.
1951200	1959200	So that's why they divide their current result by the capacitance of each cell.
1959200	1964200	And then they measure the current.
1964200	1969200	So how they pull from this recording.
1969200	1971200	This is the recording.
1971200	1974200	How they plot this graph.
1974200	1977200	They measure the intensity of the current.
1977200	1980200	So they have a voltage protocol.
1980200	1988200	You can see this is the voltage protocol from the resting potential to each potential.
1988200	1993200	The green line here represents the minus 55 voltage.
1993200	1999200	The blue line represents the minus 45 millivolts.
1999200	2005200	And you can see here, when they are at minus 15 millivolts.
2005200	2008200	They can measure here a small current.
2008200	2014200	And when they are minus 45, they record a larger current.
2014200	2019200	So they measure the difference between the resting state.
2019200	2025200	They measure either the maximum current or the steady state current.
2025200	2028200	I guess they measure the maximum current.
2028200	2033200	So then they can plot at minus 55, then they will be here.
2033200	2035200	Minus 55, I don't know where it is.
2035200	2037200	It's around here.
2037200	2040200	So they can plot.
2040200	2042200	And then the current is changing.
2042200	2045200	She can be like this.
2045200	2050200	So they have a current that is first megaheat.
2050200	2054200	And then they come back to the full heat.
2054200	2060200	That's a direct signature of an ion that is flowing into the cell.
2060200	2067200	And the condition they use, if you remember what we discussed last week,
2067200	2073200	they can control the ionic condition in the cell and outside the cell.
2073200	2076200	They have a lot of calcium outside.
2076200	2077200	They could season.
2077200	2079200	Why they could season?
2079200	2085200	Because season prevents the potassium channel to work.
2085200	2089200	So the season blocks the potassium channel naturally.
2089200	2092200	So they can isolate one type of conductance.
2092200	2100200	It's a trick that is used in exo-physiology to isolate one specific type of ion conductance.
2100200	2102200	So what they measure?
2102200	2106200	There is a current that is activated at low voltage.
2106200	2110200	And then there is a reversal and positive current.
2110200	2116200	So that's already a small indication that some ions are going inside.
2116200	2118200	This is probably calcium.
2118200	2123200	So to be sure that it's calcium,
2123200	2131200	they use a lot of pharmaceutical evidence.
2131200	2141200	So they took the maximum current and they compare the control over the treatment.
2141200	2142200	So the drug.
2142200	2145200	That's why it's one for the control.
2145200	2149200	Before the treatment and after the treatment,
2149200	2152200	the control doesn't change the state to what?
2152200	2153200	It's a ratio.
2153200	2158200	And then they add different molecules or ions.
2158200	2165200	Cadmium is an ion that will block calcium conductance mainly.
2165200	2167200	Cobalt also.
2167200	2170200	They completely block the conductance.
2170200	2172200	But they are not selective.
2172200	2176200	They can block a lot of different conductance.
2176200	2179200	Then they use what is called the BAKA.
2179200	2183200	BAKA is an agonist.
2183200	2186200	They will open all the channels at the same time.
2186200	2189200	And you can see they have an increase.
2189200	2192200	And BAKA is specific for L-type.
2192200	2196200	They use nipenicine, pneumoniae.
2196200	2200200	These are few drugs that I use by the pharma industry
2200200	2206200	and by medical doctors to treat hypertension or cardiac disease
2206200	2210200	by targeting specifically L-type calcium channel.
2210200	2215200	And you can see that there is a strong reduction of the current.
2215200	2219200	The current is only reduced.
2219200	2221200	Then they use toxin.
2221200	2227200	These are toxins that are found in scorpion or spiders.
2227200	2239200	And I think that the application of alpha toxin or phenotoxin
2239200	2242200	does not block the channel.
2242200	2246200	And these are the blockers of the TQ and N-channel.
2246200	2249200	So they try to see the different channels.
2249200	2254200	Then they use nipenicine or low concentration of nickel
2254200	2258200	to block the TQ and N-channel.
2258200	2261200	And you see that it does not block the channel.
2261200	2265200	And last, if you step on the toxin.
2265200	2268200	You know what the step on the toxin is.
2268200	2271200	How much are you buying?
2271200	2275200	It's a fish and it blocks.
2275200	2279200	So I am trying to understand that.
2279200	2282200	And you see that there is no effect.
2283200	2286200	So, do you understand?
2286200	2289200	So this is a little evidence.
2289200	2291200	It's probably calcium channel.
2291200	2295200	And this is a more stronger evidence.
2295200	2300200	That is the calcium channel that is probably L-type.
2300200	2302200	It's not sodium channel.
2302200	2304200	It's not T-type.
2304200	2309200	And then they measure this curve.
2309200	2314200	It's a little bit more difficult.
2327200	2334200	These two curves are called the G- or G-max.
2334200	2338200	It's called activation.
2338200	2344200	It's the fraction of channel that are activated at each voltage.
2344200	2350200	Half of the channels are activated at maybe minus 40 or minus 50.
2350200	2353200	And then all the channels are activated.
2353200	2357200	And this is what is called inactivation curve.
2357200	2359200	I over I max.
2359200	2363200	So it's the fraction of channel that are closing.
2363200	2367200	And it blocks both curves together.
2367200	2374200	You have here what is called the window current.
2374200	2381200	There is a fraction of channels that are always open in this range of voltage.
2381200	2385200	It makes a passive influx of calcium inside the cell.
2385200	2388200	It's called the window current.
2388200	2396200	Like window.
2396200	2406200	So how to calculate the confidence?
2406200	2415200	The confidence is the reverse of the...
2415200	2426200	The confidence is the resistance.
2426200	2443200	The confidence is...
2443200	2449200	So this you can measure, this you know, so you can calculate the confidence.
2449200	2454200	And the voltage is...
2454200	2459200	This is supposed to be the...
2459200	2467200	Thank you.
2467200	2471200	And it's the Siemens.
2471200	2478200	So from this graph, you can plot this one.
2478200	2482200	And G max is at the maximum.
2482200	2487200	So you normalize by G max and then you take 1.
2487200	2499200	And for this one, you need to make another type of protocol.
2499200	2504200	You need to make a first depurization, a long depurization.
2504200	2509200	And then you deactivate a different potential.
2509200	2511200	And you obtain what is called the tail current.
2511200	2516200	And from the tail current, you can enjoy the activation curve.
2516200	2518200	Okay?
2518200	2520200	Yes?
2520200	2524200	Is the resting potential always the same?
2524200	2526200	No, no, no.
2526200	2535200	Yeah, so this is the resting potential.
2535200	2544200	So they are all inactivated and they are all closed.
2544200	2550200	Ah, so.
2550200	2561200	Yeah, the resting potential...
2561200	2569200	So the resting potential in a cell at a physiological condition depends on the cell type.
2569200	2574200	So for example, for a new role, it's usually minus 60 millivolts.
2574200	2579200	At this potential, most of the channels are just white.
2579200	2581200	They are just closed.
2581200	2583200	Some channels are.
2583200	2587200	Some channels can be open, but they are usually closed.
2587200	2595200	And in the skeleton muscle, it's around minus 80 or minus 90 millivolts.
2595200	2598200	These are in the physiological cellular condition.
2598200	2601200	But we said resting potential.
2601200	2607200	When you are on experiments, you have to define which is your level of resting potential.
2607200	2616200	So if you study a voltage-gated calcium channel, you put your resting potential,
2616200	2622200	maybe around minus 70 or minus 80, because you are sure that at this potential,
2622200	2625200	they will activate the channel.
2625200	2627200	And then you find your...
2627200	2631200	For example, if you study chloride channel, you can put a zero.
2631200	2633200	So it depends on the channel.
2633200	2636200	You choose your experimental condition.
2636200	2638200	Okay?
2638200	2660200	Here.
2660200	2666200	This is how they got their activation.
2666200	2668200	So you have...
2668200	2676200	In this case here, they choose a minus 120 millivolts resting potential.
2676200	2684200	Then for 40 millisecond, they depolarize the cell to different voltage of the first 20 millivolts.
2684200	2685200	Okay?
2685200	2693200	For a few steps, you see trace of recording, and then increasing,
2693200	2701200	and then coming back to the decreasing, and then increasing back again.
2701200	2705200	And then they measure the intensity at the peak here,
2705200	2707200	and they plot the ID curve.
2707200	2710200	This is the ID curve.
2710200	2715200	And using this ID curve, this is the max, this is the I max.
2715200	2716200	Okay?
2716200	2718200	And the conductance formula.
2718200	2723200	They can plot this activation curve.
2723200	2724200	Okay?
2724200	2726200	You can plot the activation curve.
2726200	2727200	You can take the slope.
2727200	2728200	It's here.
2728200	2732200	You can take the half of the voltage.
2732200	2736200	And you can see what is called the activation curve.
2736200	2737200	Okay?
2737200	2741200	And you can measure the activation curve in different conditions.
2741200	2751200	In this case for this channel, you see that some point mutation can affect the activation curve.
2751200	2752200	Okay?
2752200	2760200	And then this plot going from 1 to 0 is called the static inactivation.
2760200	2761200	Okay?
2761200	2766200	So it's a little bit more complex protocol, where you have a priorization,
2766200	2776200	then you memorize a different voltage, and come back to a more positive voltage.
2776200	2777200	Okay?
2777200	2779200	So we measure here.
2779200	2785200	From here to here, you have an after, and this will be what is called the inactivation
2785200	2786200	curve.
2786200	2789200	And the structural challenge of closing.
2789200	2790200	Okay?
2790200	2793200	And it's inactivation curve.
2793200	2795200	Mine stays here.
2795200	2797200	There is no change in the mutation.
2797200	2805200	In this paper that we are studying, then we see a change in this curve.
2805200	2806200	Okay?
2806200	2815200	By comparing the skate and the mouse or the mammalian G. Okay?
2815200	2816200	Again.
2816200	2826200	And if you plot both curves on the same graph, so the activation curve and the inactivation
2826200	2832200	curve, you can observe, if you measure the area here under both curves, it's called the
2832200	2833200	window current.
2833200	2840200	And the window current is a fraction of voltage, where you have a small proportion of channels
2840200	2848200	that are constantly open, and enable a constant influence of traction inside the set.
2848200	2849200	Okay?
2849200	2858200	Let's go back to the paper.
2858200	2859200	Yeah.
2859200	2860200	Okay?
2860200	2872200	So the first, just by electrophysiology, they can characterize that there is one entire
2872200	2884200	calcium channel in this cell here of the receptor cell.
2884200	2886200	Okay?
2886200	2892200	Let's look this later.
2892200	2904200	Then what they did, and this is something that nobody could do 10 years ago or even more,
2904200	2907200	they did an RNA sequencing of the cells.
2907200	2908200	Okay?
2908200	2920200	And they, of these electrosensory cells, and they could see or discover two genes that
2920200	2925200	are specifically expressed in these sensory cells.
2925200	2936200	So they measure the genes, the different voltage-getted calcium channels, and you can see that they,
2937200	2944200	in the ampoulae, they compare with other tissue, the canal that's in the liver and different
2944200	2945200	tissue.
2945200	2952200	But in the ampoulae, they have a very strong expression of the CAD-143.
2952200	2953200	Okay?
2953200	2957200	And they also see this beta channel.
2957200	2960200	But we will come back to the beta channel later.
2960200	2961200	Okay?
2961200	2966200	So from a regular argument that you have this gene, you see an antibody.
2966200	2969200	What is an antibody?
2969200	2974200	What is an antibody?
2974200	2975200	Yes?
2975200	2983200	I don't have to take the target, something like this.
2983200	2990200	Yeah, it's a, what does the antibody come from?
2990200	2994200	The cells.
2994200	3000200	The cells are from what system?
3000200	3001200	White blood.
3001200	3005200	Yes, blood cells, what system?
3005200	3008200	What is the system?
3008200	3010200	Cerebratory systems.
3010200	3013200	Cerebratory systems?
3013200	3014200	Immune.
3014200	3016200	Immune system.
3016200	3025640	Okay. From the immune system, as you said, your big cells, which are white blood cells,
3028120	3032280	they secrete antibodies. And what are antibodies made for?
3036280	3042040	What do they target? Yeah, they target something. Anti-gen.
3047160	3054040	They target something that has been tried with your body, and that must be removed.
3054040	3061880	Okay. So, antibodies are very important for your immune system, to protect you from disease.
3063400	3067720	Sometimes, antibodies can be even dangerous for yourself, because they don't match
3067720	3073560	yourself, and make yourself really dangerous for yourself, and your immune system attacks
3073560	3083640	yourself. This is auto-immune disease. But they are also used as tools for research.
3084760	3098040	Why? Why they are used as tools for research? Because they bind one specific antibody,
3098040	3109080	one specific antibody. So, you can fabricate or develop antibodies against any protein you want.
3110920	3121560	They are very selective, and they are also very simple to produce. So, you can produce these cells,
3121880	3127560	these are the clone antibodies that will produce one antibody for one anti-gen,
3128280	3136680	for one single protein, and one at the top, inside a single protein. So, you can detect the protein,
3136680	3143640	use an antibody that you can cover, do some things. What you can do, what you can cover,
3143640	3151960	make a detection, of course, here. Fluorescent. Fluorescent. Fluorescent. Fluorescent molecule,
3151960	3167720	or an enzyme, that makes light. Also uranium, nuclear isotope. Yeah, some people also use isotope,
3167720	3176120	but does anyone want to work with radioactive? Irradiant. Nobody wants to work with radioactive.
