start	end	text
3599660	3603660	Who has never heard of this?
3603660	3608660	Fluorescence and cell solving.
3608660	3615660	It's a kind of analysis technique where you can count and check each cell fluorescence.
3615660	3618660	And you can count thousands of cells.
3618660	3621660	The treat very simply.
3621660	3623660	Explain.
3623660	3626660	Through a small...
3626660	3630660	How to say it?
3630660	3636660	Also...
3636660	3638660	No, no.
3638660	3639660	The stream of...
3639660	3640660	There is a laser.
3640660	3642660	The laser is here.
3642660	3644660	And the laser is here.
3644660	3646660	And there is a small...
3646660	3658660	Yeah, beam of cells that are passed just one by one in a degree.
3658660	3663660	And you can pass the cell across a laser.
3663660	3670660	The analyzer will count the cell and measure the intensity of the fluorescence.
3670660	3683660	If you decorate your cell with an antibody and a proper protocol, the cell will measure the fluorescence,
3683660	3687660	count the cell, measure the intensity of the fluorescence.
3687660	3692660	You can have a laser one and laser two.
3692660	3698660	So you can decorate with another color also.
3699660	3701660	And you can analyze.
3701660	3711660	And you can usually kind of plot where the analyzer population of cells according to the fluorescence.
3711660	3717660	And then you can have a magnetic trick.
3717660	3720660	And you can separate cells that have high...
3720660	3723660	You can say, I want cells like this.
3723660	3729660	So you can separate cells according to the fluorescence intensity.
3729660	3731660	It's a very powerful trick.
3731660	3734660	One machine costs the price of the house.
3734660	3735660	Very expensive.
3735660	3738660	Or even more expensive than a house.
3738660	3741660	So it's a very powerful technique.
3741660	3746660	It's an immunology using a lot of facts.
3746660	3757660	So you can count the population of cells and separate cell population and use them for other experiments.
3757660	3759660	So they use the facts.
3759660	3769660	So they decorate their chloride channel and they see that it's well at the surface of the plasma membrane.
3769660	3775660	So you can say, if it's not at the surface of the plasma membrane, you cannot see the fluorescence.
3776660	3780660	That's how they do using the facts.
3780660	3785660	And what was the last experiment they did?
3792660	3793660	So they measure in.
3793660	3794660	Ah!
3794660	3795660	No.
3795660	3796660	There's some symbol in the first.
3796660	3797660	Ah, here.
3797660	3798660	Yeah.
3798660	3799660	Okay.
3799660	3802660	So they have a nice channel.
3802660	3804660	And they do some mutation.
3804660	3806660	They characterize the mutant.
3806660	3812660	But they do one more mutation where they replace the algae by an aminoxidone.
3812660	3814660	What is it?
3816660	3818660	Aminoxidone.
3823660	3824660	Okay.
3824660	3825660	Ah!
3825660	3826660	Okay.
3826660	3827660	They change aminoxidone.
3827660	3829660	And one thing, they are cell.
3829660	3836660	So the one side, I mean, the first design of the chloride channel.
3836660	3839660	The first version of the chloride channel.
3839660	3842660	And design both these data.
3842660	3844660	And another.
3844660	3847660	And they will change one amino acid.
3847660	3848660	And what they are cell?
3848660	3849660	Yeah.
3849660	3852660	You can see a sheet.
3852660	3861660	I mean, a sheet where the, how do you say, the threshold of, the voltage threshold of
3861660	3865660	activation is shifted by around 20 millivolts.
3865660	3870660	And the activation, we already observed that plus 20 millivolts.
3870660	3876660	And there is a large current at 40 millivolts compared to the original one.
3876660	3878660	You can see the change.
3878660	3882660	Here is the voltage at first 40, at first 20.
